start,ERGO_ID,Gene,E/N,length,transposon_insertions,assertion_error,SP_ID,functional_role,blattner_id,ERGO,eri
1154347,REC01060,tmk,E,213,-,< 0.2,P37345,Thymidylate kinase (EC 2.7.4.9),b1098,NCM,0.88
1154985,REC01061,holB,E,334,-,< 0.05,P28631,"DNA polymerase III, delta' subunit (EC 2.7.7.7)",b1099,NAM,0.75
1156000,REC01062,ycfH,N,265,"205, 259",,P37346,Putative deoxyribonuclease ycfH (EC 3.1.21.-),b1100,UNC,1.00
1157092,REC01063,ptsG,N,477,"117, 168, 281, 337",,P05053,"PTS system, glucose-specific IIBC component (EC 2.7.1.69)",b1101,MTR,0.47
1160774,REC04764,fhuE,N,729,"98, 166, 290, 479, 583, 716",,P16869,FhuE receptor precursor,b1102,MTR,0.13
1161108,REC01065,ycfF,N,119,66,,P36950,HIT-like protein ycfF,b1103,UNC,0.94
1161470,REC01066,ycfL,N,125,"7, 33",,P75946,Hypothetical protein ycfL,b1104,UNC,0.03
1161861,REC01067,ycfM,N,213,"3, 117",,P75947,Hypothetical protein ycfM,b1105,UNC,0.03
1162483,REC01068,ycfN,N,274,13,,P75948,Hypothetical protein ycfN,b1106,UNC,0.00
1163318,REC01069,nagZ,N,341,"186, 227",,P75949,Beta-hexosaminidase (EC 3.2.1.52),b1107,LPC,0.66
1164309,REC01070,ycfP,E,199,-,< 0.3,P75950,Hypothetical protein ycfP,b1108,UNC,0.03
1165308,REC01071,ndh,N,434,188,,P00393,NADH dehydrogenase (EC 1.6.99.3),b1109,BEN,0.69
1166822,REC01072,ycfJ,N,179,135,,P37796,Hypothetical protein ycfJ,b1110,UNC,0.06
1168133,REC04765,ycfQ,N,236,191,,P75952,Hypothetical transcriptional regulator ycfQ,b1111,UNC,0.22
1168296,REC01074,ycfR,N,85,22,,P75953,Hypothetical protein ycfR precursor,b1112,UNC,0.00
1169597,REC04766,ycfS,N,320,"233, 282, 299",,P75954,Hypothetical protein ycfS precursor,b1113,UNC,0.16
1173187,REC04767,mfd,N,1148,"36, 164, 305, 498, 571, 578, 687, 746, 960",,P30958,Transcription-repair coupling factor,b1114,NAM,0.94
1174388,REC04768,ycfT,N,357,"88, 89, 176, 209, 266",,P75955,Hypothetical protein ycfT,b1115,UNC,0.00
1174650,REC01078,lolC,E,399,-,< 0.05,P75956,Lipoprotein releasing system transmembrane protein lolC,b1116,LPC,0.31
1175857,REC01079,lolD,E,228,-,< 0.1,P75957,Lipoprotein releasing system ATP-binding protein lolD,b1117,MTR,0.84
1176543,REC01080,lolE,E,414,-,< 0.01,P75958,Lipoprotein releasing system transmembrane protein lolE,b1118,LPC,0.66
1177816,REC01081,ycfX,N,303,233,,P75959,Hypothetical protein ycfX,b1119,UNC,0.53
1178743,REC01082,cobB,N,279,148,,P75960,CobB protein,b1120,UNC,0.50
1180490,REC04769,ycfZ,N,262,"1, 47, 91, 171, 234",,P75961,Hypothetical protein ycfZ,b1121,UNC,0.00
1180957,REC04770,ymfA,N,156,"10, 118",,P75962,Hypothetical protein ymfA,b1122,UNC,0.00
1182052,REC04771,potD,E,348,326,< 0.05,P23861,Spermidine/putrescine-binding periplasmic protein precursor,b1123,MTR,0.69
1182843,REC04772,potC,E,264,-,< 0.05,P23859,Spermidine/putrescine transport system permease protein potC,b1124,MTR,0.69
1183667,REC04773,potB,N,275,28,,P23860,Spermidine/putrescine transport system permease protein potB,b1125,MTR,0.66
1184817,REC04774,potA,N,378,"132, 199, 232, 268, 369",,P23858,Spermidine/putrescine transport ATP-binding protein potA,b1126,MTR,0.34
1185067,REC01089,pepT,N,408,"16, 51, 66, 233",,P29745,Peptidase T (EC 3.4.11.14),b1127,PMS,0.28
1187472,REC04775,ycfD,E,376,-,< 0.05,P27431,Hypothetical protein ycfD,b1128,UNC,0.13
1188999,REC04776,phoQ,N,486,"22, 117, 195, 237, 338, 373, 435, 439",,P23837,Sensor protein phoQ (EC 2.7.3.-),b1129,SMC,0.25
1189670,REC04777,phoP,N,223,"48, 176",,P23836,Transcriptional regulatory protein phoP,b1130,SMC,0.81
1191209,REC04778,purB,N,456,"172, 188",,P25739,Adenylosuccinate lyase (EC 4.3.2.2),b1131,NCM,0.84
1191854,REC04779,ycfC,N,213,"103, 124",,P25746,Hypothetical protein ycfC,b1132,UNC,0.16
1193041,REC04780,trmU,E,383,333,< 0.05,P25745,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61),b1133,NAM,0.97
1193511,REC04781,ymfB,N,153,40,,P75965,Putative Nudix hydrolase ymfB (EC 3.6.-.-),b1134,UNC,0.09
1194144,REC04782,ymfC,N,207,"4, 14, 66, 76, 175",,P75966,Hypothetical protein ymfC,b1135,UNC,0.97
1194346,REC01098,icd,N,416,"24, 71, 280, 385",,P08200,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),b1136,CHM,0.38
1196755,REC04783,ymfD,N,221,"180, 221",,P75967,Hypothetical protein ymfD,b1137,UNC,0.00
1197460,REC04784,ymfE,X,234,-,,P75968,Hypothetical protein ymfE,b1138,UNC,0.00
1197918,REC01101,lit,X,297,-,,P11072,Bacteriophage T4 late gene expression blocking protein,b1139,RCD,0.00
1200029,REC04785,intE,N,375,-,,P75969,Prophage lambda integrase,b1140,PHT,0.00
1200255,REC04786,ymfG,N,81,-,,P75970,Excisionase-like protein from lambdoid prophage 14,b1141,UNC,0.00
1200603,REC04787,,N,103,-,,P75971,Very hypothetical 11.0 kDa protein in intE-pin intergenic region,b1142,UNC,0.00
1200675,REC01105,ymfI,E,128,-,0.40,P75972,Hypothetical protein ymfI,b1143,UNC,0.00
1201283,REC04788,ymfJ,E,94,-,0.53,P75973,Hypothetical protein ymfF,b1144,UNC,0.00
1201944,REC01108,,E,167,-,< 0.3,P75975,FROM BASES 1195814 TO 1209543 (SECTION 104 OF 400) OF THE COMPLETE GENOME,b1146,UNC,0.00
1202156,REC04789,ymfK,E,224,-,< 0.2,P75974,Putative lambdoid prophage e14 repressor protein C2,b1145,UNC,0.00
1202479,REC01109,ymfL,N,189,"114, 159",,P75976,Hypothetical protein ymfL,b1147,UNC,0.00
1203045,REC01110,ymfM,N,112,"47, 80",,P75977,Hypothetical protein ymfM,b1148,UNC,0.00
1203393,REC01111,ymfN,N,455,"99, 131, 326, 424",,P75978,Hypothetical protein ymfN,b1149,UNC,0.13
1204772,REC01112,ymfR,?,60,-,,P75979,Hypothetical protein ymfR,b1150,UNC,0.00
1204954,REC01113,ymfO,N,157,13,,P75980,Hypothetical protein ymfO,b1151,UNC,0.03
1205354,REC01114,ymfP,N,263,"64, 96, 147, 163",,P75981,Hypothetical protein ymfP in lambdoid prophage e14 region,b1152,UNC,0.06
1206136,REC01115,ymfQ,N,194,"106, 115",,P75982,Hypothetical protein ymfQ in lambdoid prophage e14 region precursor,b1153,UNC,0.00
1206724,REC01116,ycfK,N,209,"23, 46, 105",,P45581,Hypothetical protein ycfK,b1154,UNC,0.00
1207355,REC01117,ymfS,N,137,57,,P09154,Hypothetical protein ymfS,b1155,UNC,0.00
1208342,REC04790,tfaE,N,200,"22, 41, 51, 98, 121, 130, 156, 170",,P09153,Tail fiber assembly protein homolog from lambdoid prophage e14,b1156,UNC,0.03
1208881,REC04791,stfE,N,179,"36, 71, 86, 119",,P33227,Side tail fiber protein homolog from lambdoid prophage e14,b1157,UNC,0.03
1208908,REC01120,pinE,N,184,"22, 32, 176",,P03014,DNA-invertase from lambdoid prophage e14,b1158,PHT,0.44
1209569,REC01121,mcrA,N,277,"96, 260",,P24200,5-methylcytosine-specific restriction enzyme A (EC 3.1.21.-),b1159,NAM,0.00
1211226,REC04792,elbA,E,107,-,< 0.3,P75987,Enhancing lycopene biosynthesis protein 1,b1160,UNC,0.00
1212330,REC04793,ycgX,E,134,-,< 0.2,P75988,Hypothetical protein ycgX,b1161,UNC,0.00
1213282,REC04794,ycgE,N,243,"18, 129, 132",,P75989,Hypothetical transcriptional regulator ycgE,b1162,UNC,0.09
1214698,REC04795,ycgF,N,403,"38, 158, 318, 390",,P75990,Hypothetical protein ycgF,b1163,UNC,0.06
1215012,REC01126,ycgZ,N,78,"44, 61",,P75991,Hypothetical protein ycgZ,b1164,UNC,0.00
1215291,REC01127,ymgA,N,90,"2, 36, 57",,P75992,Hypothetical protein ymgA,b1165,UNC,0.00
1215592,REC01128,ymgB,N,88,72,,P75993,Hypothetical protein ymgB,b1166,UNC,0.00
1215971,REC01129,ymgC,N,82,44,,P75994,Hypothetical protein ymgC,b1167,UNC,0.00
1216509,REC01130,ycgG,N,521,"24, 60, 133, 264, 403, 432, 464, 497",,P75995,Hypothetical protein ycgG,b1168,UNC,0.31
1218170,REC06761,ymgF,N,84,"36, 61",,P58034,Hypothetical protein ymgF,,UNC,0.00
1218824,REC01131,,N,506,"34, 45, 77, 130, 146, 191, 241, 354",,P75996,O506 WAS O411 AND O104,b1169,UNC,0.00
1220429,REC01132,,N,338,"59, 237, 327, 333",,P75997,FROM BASES 1220357 TO 1232354 (SECTION 106 OF 400) OF THE COMPLETE GENOME,b1170,UNC,0.16
1221863,REC04796,ymgD,N,111,"47, 71",,P75998,Hypothetical protein ymgD precursor,b1171,UNC,0.00
1222151,REC04797,,N,94,80,,P75999,ORF O243#4,b1172,UNC,0.00
1222918,REC01135,,X,70,-,,P76000,FROM BASES 1220357 TO 1232354 (SECTION 106 OF 400) OF THE COMPLETE GENOME,b1173,UNC,0.00
1223768,REC04798,minE,X,88,-,,P18198,Cell division topological specificity factor,b1174,RCD,0.50
1224584,REC04799,minD,E,270,-,< 0.01,P18197,Septum site-determining protein minD,b1175,UNC,0.72
1225303,REC04800,minC,N,231,"34, 118, 127",,P18196,Septum site-determining protein minC,b1176,RCD,0.31
1225823,REC01139,ycgJ,N,122,"28, 37, 76",,P76001,Hypothetical protein ycgJ precursor,b1177,UNC,0.00
1226695,REC04801,ycgK,N,133,68,,P76002,Protein ycgK precursor,b1178,UNC,0.00
1226904,REC01141,ycgL,X,108,-,,P76003,Protein ycgL,b1179,UNC,0.09
1227302,REC01142,ycgM,E,219,186,< 0.05,P76004,Protein ycgM,b1180,UNC,0.56
1228023,REC01143,ycgN,N,158,"27, 130, 139",,P76005,Hypothetical protein ycgN,b1181,UNC,0.25
1229623,REC04802,hlyE,N,305,"189, 206, 230, 284",,P77335,"Hemolysin E, chromosomal",b1182,UNC,0.00
1229990,REC01145,umuD,N,139,"46, 127",,P04153,UmuD protein (EC 3.4.21.-),b1183,UNC,0.00
1230409,REC01146,umuC,N,422,"322, 365",,P04152,UmuC protein,b1184,UNC,0.06
1232253,REC04803,dsbB,N,176,"59, 89",,P30018,Disulfide bond formation protein B,b1185,PMS,0.16
1233940,REC04804,nhaB,N,513,"75, 98, 375, 452, 472",,P27377,Na(+)/H(+) antiporter 2,b1186,MTR,0.09
1234161,REC01149,fadR,N,239,10,,P09371,Fatty acid metabolism regulator protein,b1187,RCD,0.06
1236464,REC04805,ycgB,N,510,"32, 61, 222, 292, 322, 372",,P29013,Hypothetical protein ycgB,b1188,UNC,0.19
1236794,REC01151,dadA,E,432,273,< 0.05,P29011,D-amino acid dehydrogenase small subunit (EC 1.4.99.1),b1189,AAM,0.44
1238102,REC01152,dadX,N,356,"18, 106, 243",,P29012,"Alanine racemase, catabolic (EC 5.1.1.1)",b1190,AAM,0.88
1241168,REC04806,ycgO,N,536,"79, 205, 506, 508",,P76007,Putative Na(+)/H(+) exchanger ycgO,b1191,UNC,0.25
1242289,REC01155,mltE,N,241,"11, 29, 108",,P76009,Membrane-bound lytic murein transglycosylase E (EC 3.2.1.-),b1193,LPC,0.03
1242303,REC04807,ldcA,N,304,113,,P76008,Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13),b1192,LPC,0.34
1243750,REC04808,ycgR,N,244,113,,P76010,Hypothetical protein ycgR,b1194,UNC,0.03
1243951,REC01157,ymgE,N,84,"5, 32",,P76011,Transglycosylase associated protein,b1195,UNC,0.13
1244383,REC01158,ycgY,N,146,"107, 136",,P76012,Hypothetical protein ycgY,b1196,UNC,0.00
1246599,REC04809,treA,N,565,"51, 67, 146, 194, 256, 339",,P13482,Periplasmic trehalase precursor (EC 3.2.1.28),b1197,CHM,0.09
1248340,REC04810,ycgC,N,473,"185, 200, 455",,P37349,Hypothetical protein ycgC,b1198,UNC,0.06
1248980,REC04811,ycgS,E,210,-,< 0.2,P76014,Protein ycgS,b1199,UNC,0.28
1250091,REC04812,ycgT,N,366,"113, 145, 170, 195, 334",,P76015,Hypothetical protein ycgT,b1200,UNC,0.28
1250280,REC01163,dhaR,N,642,"81, 237, 260, 335, 617",,P76016,Glycerol metabolism operon regulatory protein,b1201,RCD,0.00
1255175,REC04813,ycgV,N,955,"29, 170, 715, 915",,P76017,Hypothetical protein ycgV,b1202,UNC,0.03
1257035,REC04814,ychF,E,363,358,< 0.05,P31216,Probable GTP-binding protein ychF,b1203,UNC,1.00
1257736,REC04815,pth,E,194,-,< 0.2,P23932,Peptidyl-tRNA hydrolase (EC 3.1.1.29),b1204,NAM,1.00
1258014,REC01167,ychH,E,92,-,0.46,P31807,Hypothetical protein ychH,b1205,UNC,0.00
1259999,REC04816,ychM,N,550,"53, 93, 237, 296",,P40877,Putative sulfate transporter ychM,b1206,UNC,0.47
1261098,REC04817,prsA,E,315,-,< 0.05,P08330,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),b1207,CHM,0.91
1262100,REC04818,ispE,E,283,-,< 0.1,P24209,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148),b1208,LPC,0.81
1262723,REC04819,lolB,X,207,-,,P24208,Outer-membrane lipoprotein lolB precursor,b1209,LPC,0.09
1262937,REC01172,hemA,X,418,-,,P13580,Glutamyl-tRNA reductase (EC 1.2.1.-),b1210,NCM,0.59
1264235,REC01173,prfA,X,360,-,,P07011,Peptide chain release factor 1,b1211,PMS,1.00
1265317,REC01174,hemK,E,277,-,< 0.05,P37186,Protein methyltranferase hemK (EC 2.1.1.-),b1212,NCM,0.97
1266147,REC01175,ychQ,E,130,-,< 0.2,Q46755,Hypothetical protein ychQ,b1213,UNC,0.09
1266543,REC01176,ychA,N,269,"152, 259",,P20101,Hypothetical protein ychA,b1214,UNC,0.22
1267388,REC01177,kdsA,N*,284,221,,P17579,2-dehydro-3-deoxyphosphooctonate aldolase (EC 4.1.2.16),b1215,CHM,0.59
1271072,REC04820,chaA,N,366,"119, 142, 282, 344",,P31801,Calcium/proton antiporter,b1216,MTR,0.28
1271342,REC01179,chaB,X,76,-,,P39162,Cation transport regulator chaB,b1217,RCD,0.00
1271709,REC01180,chaC,N,238,"162, 210",,P39163,Cation transport protein chaC,b1218,MTR,0.16
1272822,REC04821,ychN,N,117,26,,P39164,Hypothetical protein ychN,b1219,UNC,0.00
1273148,REC01182,ychO,N,417,"102, 232, 364, 382",,P39165,Hypothetical protein ychO,b1220,UNC,0.00
1275052,REC04822,narL,N,216,14,,P10957,Nitrate/nitrite response regulator protein narL,b1221,SMC,0.34
1276841,REC04823,narX,N,598,155,,P10956,Nitrate/nitrite sensor protein narX (EC 2.7.3.-),b1222,SMC,0.50
1277180,REC01185,narK,N,463,"355, 378",,P10903,Nitrite extrusion protein 1,b1223,SMC,0.06
1279087,REC01186,narG,N,1247,"19, 27, 53, 86, 96, 236, 307, 332, 543, 648, 753, 761, 1142, 1208",,P09152,Respiratory nitrate reductase 1 alpha chain (EC 1.7.99.4),b1224,SMC,0.22
1282827,REC01187,narH,N,512,"4, 215, 433",,P11349,Respiratory nitrate reductase 1 beta chain (EC 1.7.99.4),b1225,SMC,0.22
1284362,REC01188,narJ,N,236,178,,P11351,Respiratory nitrate reductase 1 delta chain (EC 1.7.99.4),b1226,SMC,0.13
1285072,REC01189,narI,N,225,"29, 205",,P11350,Respiratory nitrate reductase 1 gamma chain (EC 1.7.99.4),b1227,SMC,0.22
1285932,REC01190,,E,91,-,0.53,P76023,FROM BASES 1278800 TO 1289447 (SECTION 111 OF 400) OF THE COMPLETE GENOME,b1228,UNC,0.00
1286411,REC04824,tpr,?,33,-,,P02338,Protamine-like protein,b1229,UNC,0.00
1287847,REC04825,purU,E,280,-,< 0.2,P37051,Formyltetrahydrofolate deformylase (EC 3.5.1.10),b1232,NCM,0.56
1288355,REC04826,ychJ,N,152,"60, 97, 98",,P37052,Hypothetical protein ychJ,b1233,UNC,0.22
1288429,REC01194,ychK,N,314,218,,P37053,Hypothetical protein ychK,b1234,UNC,0.56
1289465,REC01195,hnr,E,337,-,< 0.2,P37055,Hnr protein,b1235,UNC,0.16
1290680,REC01196,galU,E,302,-,< 0.3,P25520,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9),b1236,CHM,0.78
1292145,REC04827,hns,E,137,-,0.52,P08936,DNA-binding protein H-NS,b1237,UNC,0.09
1292750,REC01198,tdk,E,205,-,< 0.3,P23331,Thymidine kinase (EC 2.7.1.21),b1238,NCM,0.41
1294239,REC04828,ychG,N,196,84,,P30192,Hypothetical protein ychG,b1239,UNC,0.00
1297344,REC04830,adhE,N,891,"10, 55, 123, 232, 280, 848",,P17547,Aldehyde-alcohol dehydrogenase,b1241,MSM,0.50
1297821,REC01202,ychE,N,215,"76, 121, 184",,P25743,Hypothetical protein yhcE,b1242,UNC,0.56
1299206,REC01203,oppA,N,543,"9, 184, 221, 244, 276, 310, 453, 500, 525",,P23843,Periplasmic oligopeptide-binding protein precursor,b1243,MTR,0.72
1300923,REC01204,oppB,N,306,"122, 147, 222",,P31132,Oligopeptide transport system permease protein oppB,b1244,MTR,0.72
1301858,REC01205,oppC,E,302,79,< 0.05,P77664,Oligopeptide transport system permease protein oppC,b1245,MTR,0.81
1302778,REC01206,oppD,E,337,-,< 0.05,P76027,Oligopeptide transport ATP-binding protein oppD,b1246,MTR,0.75
1303788,REC01207,oppF,N,334,"17, 233, 301",,P77737,Oligopeptide transport ATP-binding protein oppF,b1247,MTR,0.47
1305252,REC04831,yciU,N,135,42,,P76028,Hypothetical protein yciU,b1248,UNC,0.06
1306669,REC04832,cls,N,486,281,,P31071,Cardiolipin synthetase (EC 2.7.8.-),b1249,LPC,0.63
1308293,REC04833,kch,N,417,"118, 139, 209, 254, 317, 327, 412",,P31069,Putative potassium channel protein,b1250,UNC,0.34
1308985,REC04834,yciI,N,130,73,,P31070,Protein yciI,b1251,UNC,0.22
1309113,REC01212,tonB,E,239,-,< 0.05,P02929,TonB protein,b1252,MTR,0.06
1310270,REC04835,yciA,E,132,-,< 0.2,P04379,Putative acyl-CoA thioester hydrolase yciA (EC 3.1.2.-),b1253,UNC,0.59
1310914,REC04836,ispZ,E,179,168,< 0.1,P21366,Probable intracellular septation protein,b1254,UNC,0.38
1311687,REC04837,yciC,N,247,"61, 183",,P21365,Hypothetical protein yciC,b1255,UNC,0.03
1312044,REC01216,ompW,N,212,81,,P21364,Outer membrane protein W precursor,b1256,SMC,0.25
1313248,REC04838,yciE,N,168,"13, 27, 146",,P21363,Protein yciE,b1257,UNC,0.06
1313794,REC04839,yciF,N,166,"20, 39, 63, 64, 97, 134",,P21362,Protein yciF,b1258,UNC,0.09
1314116,REC04840,yciG,N,78,"40, 65",,P21361,Hypothetical protein yciG,b1259,UNC,0.03
1315246,REC04841,trpA,N,268,"37, 161, 206, 250, 265",,P00928,Tryptophan synthase alpha chain (EC 4.2.1.20),b1260,AAM,0.84
1316439,REC04842,trpB,N,397,"262, 306, 365, 391",,P00932,Tryptophan synthase beta chain (EC 4.2.1.20),b1261,AAM,0.88
1317812,REC04843,trpC,N,453,"231, 236, 271, 314, 344, 388",,P00909,Tryptophan biosynthesis protein trpCF,b1262,AAM,0.84
1319408,REC04844,trpD,N,531,"117, 171, 181, 314, 365, 497",,P00904,Anthranilate synthase component II (EC 4.1.3.27),b1263,AAM,0.84
1320970,REC04845,trpE,N,520,"29, 377",,P00895,Anthranilate synthase component I (EC 4.1.3.27),b1264,AAM,0.81
1321244,REC01226,trpH,N,293,"17, 48, 101",,P77766,Protein trpH,b1266,UNC,0.19
1322086,REC01227,yciO,N,218,"28, 159",,P45847,Protein yciO,b1267,UNC,0.31
1322770,REC01228,yciQ,N,631,"28, 75, 172, 200, 240, 277, 288, 344, 369, 391, 413, 418, 474, 483, 546, 568, 612, 626",,P45848,Hypothetical protein yciQ,b1268,UNC,0.06
1324876,REC01229,yciL,E,291,237,< 0.01,P37765,Hypothetical protein yciL,b1269,UNC,0.97
1326381,REC04847,btuR,E,196,107,< 0.05,P13040,COB(I)alamin adenosyltransferase (EC 2.5.1.17),b1270,NCM,0.41
1327136,REC04848,yciK,E,252,125,< 0.01,P31808,Hypothetical oxidoreductase yciK (EC 1.-.-.-),b1271,UNC,0.78
1327356,REC01232,sohB,N,349,"43, 55, 201, 213, 231, 252, 302",,P24213,Possible protease sohB (EC 3.4.21.-),b1272,UNC,0.78
1328692,REC04849,yciN,N,83,29,,P46132,Protein yciN,b1273,UNC,0.03
1329072,REC01234,topA,E,865,-,< 0.001,P06612,DNA topoisomerase I (EC 5.99.1.2),b1274,NAM,0.97
1331879,REC01235,cysB,N,324,"18, 89, 95, 249, 315",,P06613,Cys regulon transcriptional activator,b1275,RCD,0.19
1333148,REC06676,yciX,N,54,18,,P58094,Hypothetical protein yciX,,UNC,0.00
1333855,REC01236,acnA,N,891,"126, 231, 277, 778",,P25516,Aconitate hydratase 1 (EC 4.2.1.3),b1276,CHM,0.56
1337184,REC04850,ribA,E,196,-,< 0.1,P25523,GTP cyclohydrolase II (EC 3.5.4.25),b1277,NCM,0.84
1337354,REC01238,pgpB,N,254,"32, 56, 221",,P18201,Phosphatidylglycerophosphatase B (EC 3.1.3.27),b1278,LPC,0.06
1338267,REC01239,yciS,E,102,-,0.33,P77614,Hypothetical protein yciS,b1279,UNC,0.06
1338582,REC06490,yciM,N,389,"260, 347, 379",,P45576,Hypothetical protein yciM precursor,b1280,UNC,0.16
1339945,REC01241,pyrF,E,245,170,< 0.1,P08244,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23),b1281,NCM,0.66
1340679,REC01242,yciH,N,109,"43, 91",,P08245,Protein yciH,b1282,UNC,0.16
1341352,REC04851,osmB,N,72,"29, 31, 58",,P17873,Osmotically inducible lipoprotein B precursor,b1283,LPC,0.00
1342370,REC04852,yciT,N,249,"7, 62, 208",,P76034,Hypothetical transcriptional regulator yciT,b1284,UNC,0.09
1344766,REC04853,yciR,N,661,"11, 63, 132, 325, 603",,P77334,Hypothetical protein yciR,b1285,UNC,0.53
1346936,REC04854,rnb,N,644,"422, 425, 527, 572, 582",,P30850,Exoribonuclease II (EC 3.1.13.1),b1286,NAM,0.28
1348209,REC04855,yciW,?,401,30,,P76035,Hypothetical protein yciW,b1287,UNC,0.00
1349063,REC04856,fabI,E,262,-,< 0.1,P29132,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),b1288,LPC,0.69
1349784,REC04857,ycjD,N,117,"57, 64, 113",,P45736,Hypothetical protein ycjD,b1289,UNC,0.22
1350658,REC04858,sapF,N,268,"148, 165",,P36637,Peptide transport system ATP-binding protein sapF,b1290,MTR,0.06
1351652,REC04859,sapD,N,330,"105, 129",,P36635,Peptide transport system ATP-binding protein sapD,b1291,MTR,0.06
1352542,REC04860,sapC,N,296,"19, 125, 148, 203",,Q47624,Peptide transport system permease protein sapC,b1292,MTR,0.06
1353494,REC04861,sapB,N,321,"160, 248, 266",,Q47623,Peptide transport system permease protein sapB,b1293,MTR,0.06
1355134,REC04862,sapA,N,547,"169, 203, 310",,Q47622,Peptide transport periplasmic protein sapA precursor,b1294,MTR,0.06
1355692,REC04863,ymjA,N,81,37,,P76036,Hypothetical protein ymjA,b1295,UNC,0.00
1357265,REC04864,ycjJ,N,479,"100, 179, 291, 305, 422",,P76037,Hypothetical transport protein ycjJ,b1296,UNC,0.44
1359010,REC04865,ycjK,N,498,"37, 64, 171, 172",,P78061,Putative glutamine synthetase (EC 6.3.1.2),b1297,UNC,0.78
1359132,REC01258,ycjL,N,258,"81, 144, 153",,P76038,Hypothetical protein ycjL,b1298,UNC,0.38
1359935,REC01259,ycjC,N,185,"93, 110",,P38522,Hypothetical protein ycjC,b1299,UNC,0.41
1360767,REC01260,aldH,N,495,"19, 46, 92, 177, 253, 410, 473",,P23883,Putative aldehyde dehydrogenase (EC 1.2.1.3),b1300,UNC,0.41
1362256,REC01261,ordL,N,426,"151, 368",,P37906,Probable oxidoreductase ordL (EC 1.-.-.-),b1301,UNC,0.31
1363574,REC01262,goaG,N,421,"5, 239, 275",,P50457,4-aminobutyrate aminotransferase (EC 2.6.1.19),b1302,AAM,0.50
1365951,REC04866,pspF,N,330,"28, 107, 277, 289",,P37344,Psp operon transcriptional activator,b1303,RCD,0.03
1366103,REC06492,pspA,N,222,143,,P23853,Phage shock protein A,b1304,UNC,0.19
1366825,REC01265,pspB,?,74,-,,P23854,Phage shock protein B,b1305,UNC,0.03
1367049,REC01266,pspC,E,119,-,0.38,P23855,Phage shock protein C,b1306,UNC,0.03
1367417,REC01267,pspD,N,73,21,,P23856,Phage shock protein D,b1307,UNC,0.00
1367713,REC01268,pspE,E,104,104,0.43,P23857,Phage shock protein E precursor,b1308,UNC,0.06
1368213,REC01269,ycjM,N,568,"59, 97, 107, 186, 221, 229, 266, 424",,P76041,Putative sucrose phosphorylase (EC 2.4.1.7),b1309,UNC,0.16
1369933,REC01270,ycjN,N,430,133,,P76042,Putative ABC transporter periplasmic binding protein ycjN precursor,b1310,UNC,0.22
1371246,REC01271,ycjO,N,293,84,,P77653,Hypothetical ABC transporter permease protein ycjO,b1311,UNC,0.41
1372114,REC01272,ycjP,N,280,"81, 132, 251",,P77716,Hypothetical ABC transporter permease protein ycjP,b1312,UNC,0.47
1372987,REC01273,ycjQ,N,350,"59, 253",,P76043,Hypothetical zinc-type alcohol dehydrogenase-like protein ycjQ,b1313,UNC,0.03
1374049,REC01274,ycjR,?,265,246,,P76044,Hypothetical protein ycjR,b1314,UNC,0.16
1374856,REC01275,ycjS,N,351,194,,P77503,Hypothetical oxidoreductase ycjS (EC 1.-.-.-),b1315,UNC,0.50
1375908,REC01276,ycjT,N,755,"93, 232, 358, 412, 471, 524, 687, 737, 754",,P77154,Hypothetical transport protein ycjT,b1316,UNC,0.19
1378172,REC01277,ycjU,N,219,"40, 140, 219",,P77366,Putative beta-phosphoglucomutase (EC 5.4.2.6),b1317,UNC,0.16
1378845,REC01278,ycjV,N,322,"170, 292",,P77481,Hypothetical ABC transporter ATP-binding protein ycjV,b1318,UNC,0.28
1379971,REC01279,ompG,N,301,63,,P76045,Outer membrane protein G precursor,b1319,SMC,0.00
